Gene_names	 dn/ds
YBL006C	0.2161
YOL064C	0.0483
YOR348C	0.0337
YBL030C	0.0495
YLR394W	0.0993
YIL150C	0.0803
YPR015C	0.1218
YLR446W	0.0533
YIL050W	0.0977
YPL180W	0.1692
YDL046W	0.0746
YFL044C	0.0682
YML013W	0.1095
YHL003C	0.0222
YPL103C	0.0455
YMR285C	0.0715
YIL118W	0.0281
YOL038W	0.0095
YJL171C	0.0378
YKL012W	0.0994
YLR421C	0.0419
YPR069C	0.0225
YMR303C	0.0623
YER015W	0.0454
YER151C	0.0716
YJR005W	0.0363
YPR020W	0.0215
YJR080C	0.1138
YGL192W	0.1118
YIL157C	0.1126
YPL231W	0.0217
YPL089C	0.1500
YJR104C	0.0545
YIR031C	0.0269
YFL046W	0.0081
YNL188W	0.2021
YOR265W	0.0305
YOR233W	0.1549
YPL268W	0.0511
YJL181W	0.2909
YLR409C	0.0593
YGL254W	0.1776
YOL007C	0.0750
YLR304C	0.0106
YBR108W	0.2276
YJR031C	0.1201
YKL049C	0.0484
YHR148W	0.0072
YDR086C	0.0527
YMR139W	0.0246
YPL076W	0.0548
YDR100W	0.0524
YGR244C	0.0111
YDR458C	0.1888
YLR313C	0.4131
YJL026W	0.0166
YIL073C	0.1090
YOR247W	0.1603
YMR207C	0.1288
YER086W	0.0205
YFL001W	0.1055
YDR354W	0.0974
YAL049C	0.0827
YOR131C	0.1200
YLR094C	0.1030
YPL246C	0.0425
YDL229W	0.0051
YDR194C	0.0563
YPR115W	0.1356
YOL041C	0.0949
YFR016C	0.4445
YMR116C	0.5042
YBL058W	0.0934
YKL133C	0.1845
YOL083W	0.1460
YOR368W	0.0654
YBR265W	0.0270
YLR404W	0.0890
YDR436W	0.0537
YOR127W	0.1531
YER112W	0.0440
YMR029C	0.1437
YKL187C	0.0647
YOR255W	0.1576
YOR112W	0.1953
YKL128C	0.0799
YFR043C	0.1475
YBL051C	0.0855
YJL071W	0.0749
YPL088W	0.1015
YML030W	0.0049
YLR270W	0.0106
YKL039W	0.0813
YHR157W	0.1803
YKL004W	0.0157
YGL167C	0.0147
YER109C	0.1584
YCL044C	0.0299
YPL184C	0.0373
YOL028C	0.1989
YNL092W	0.0968
YIR014W	0.0871
YKL104C	0.0032
YPR175W	0.0671
YGR136W	0.0743
YJR059W	0.0526
YLR403W	0.0874
YOR084W	0.1125
YMR277W	0.0240
YDR388W	0.0281
YLL019C	0.0285
YKR077W	0.0960
YNR003C	0.0201
YDR156W	0.0927
YNL289W	0.0415
YDL065C	0.0926
YBL046W	0.1493
YNR009W	0.1403
YDR208W	0.0501
YNL211C	0.0531
YHR013C	0.0287
YJR115W	0.1515
YFR028C	0.0284
YOR106W	0.0486
YOR140W	0.1197
YHR176W	0.1138
YDL058W	0.1358
YPR082C	0.0494
YGR208W	0.0994
YIL071C	0.1321
YOR243C	0.0641
YFL012W	0.4390
YBR238C	0.0274
YKR050W	0.1176
YAL027W	0.0793
YOL040C	0.0900
YJR077C	0.0226
YBL072C	0.0796
YBR023C	0.0248
YBR002C	0.0248
YJL172W	0.0357
YLR429W	0.1029
YIR036C	0.0658
YDR308C	0.0278
YGR075C	0.1065
YOR365C	0.0835
YJR083C	0.1350
YAL060W	0.0601
YLR271W	0.2703
YOL092W	0.0943
YDR097C	0.0735
YBR195C	0.0548
YLR077W	0.0878
YER080W	0.0774
YGR199W	0.0763
YOL103W	0.0362
YDR185C	0.0538
YBR193C	0.0658
YPL118W	0.0351
YAL035W	0.0475
YHR098C	0.0283
YDR127W	0.0461
YPR056W	0.0270
YGL194C	0.0181
YNL263C	0.0435
YMR035W	0.0624
YDL237W	0.1122
YBR147W	0.0789
YER046W	0.0516
YPL126W	0.0538
YDR204W	0.0728
YMR176W	0.1978
YGL156W	0.0337
YLL028W	0.0245
YCR035C	0.0984
YNL199C	0.0473
YKR020W	0.1411
YDL155W	0.0893
YLR445W	0.1638
YML031W	0.0907
YNL002C	0.0792
YJR089W	0.2783
YEL055C	0.1070
YEL047C	0.0422
YNL081C	0.0227
YDL147W	0.0196
YJL153C	0.0489
YGR105W	0.0227
YNL122C	0.1285
YGL238W	0.0308
YKL149C	0.1135
YKL078W	0.0619
YCL063W	0.1107
YER083C	0.0534
YML114C	0.0880
YGL004C	0.2006
YOL101C	0.0437
YPR125W	0.0611
YPL165C	0.0957
YDR047W	0.0276
YLR348C	0.0315
YDR258C	0.0075
YKL208W	0.1376
YAL051W	0.0513
YDR448W	0.0271
YOL042W	0.0236
YFL017C	0.0832
YKL201C	0.0628
YDL145C	0.0303
YOR211C	0.0442
YOL043C	0.0731
YBR065C	0.1106
YMR067C	0.1775
YDR302W	0.0369
YMR114C	0.1395
YNL275W	0.0575
YOR099W	0.0933
YHL004W	0.0757
YKR088C	0.0512
YGL093W	0.1705
YOR063W	0.0462
YNL325C	0.0420
YGL244W	0.0290
YGL068W	0.0691
YPL209C	0.0281
YJR066W	0.0246
YOL122C	0.0556
YAL055W	0.1294
YNL026W	0.1019
YOR145C	0.0687
YKR085C	0.1502
YKR016W	0.0738
YPL244C	0.0779
YOR212W	0.0467
YDL206W	0.1199
YMR058W	0.0168
YBR240C	0.0537
YCL010C	0.0630
YLR211C	0.3368
YDR437W	0.0561
YER179W	1.0982
YOR261C	0.0490
YOL062C	0.0186
YEL063C	0.0434
YER033C	0.1561
YDR068W	0.1523
YNL176C	0.1031
YLR056W	0.0329
YDR402C	0.0703
YHL033C	0.0409
YKR086W	0.0772
YOR372C	0.0536
YJR030C	0.1784
YPR184W	0.0414
YMR205C	0.0180
YJL010C	0.0583
YOR307C	0.0821
YOL140W	0.0445
YKL091C	0.0201
YOL017W	0.2557
YNL251C	0.0383
YDR531W	0.0361
YHR174W	0.0255
YNL229C	0.0159
YLL016W	0.1466
YOR224C	0.0168
YMR213W	0.1507
YHL006C	0.4667
YDL040C	0.0741
YPR169W	0.0986
YFR047C	0.0405
YLR351C	0.0079
YMR028W	0.1022
YEL036C	0.0215
YMR065W	0.1379
YBR105C	0.0798
YBL079W	0.0558
YHR196W	0.1202
YCL032W	0.0984
YER143W	0.0622
YMR297W	0.0126
YLR284C	0.0642
YGR162W	0.0918
YDR144C	0.1589
YGR237C	0.0639
YMR026C	0.1452
YLR249W	0.0334
YBR175W	0.0421
YOR141C	0.0635
YML117W	0.0923
YDR217C	0.1716
YPR110C	0.0238
YLR035C	0.2355
YCL052C	0.1115
YDR145W	0.0638
YGR152C	0.0609
YDR168W	0.0617
YMR302C	0.0232
YBR022W	0.1329
YDL127W	0.1140
YNL010W	0.0154
YIR003W	0.3492
YPL121C	0.0842
YPR088C	0.0094
YJL179W	0.0243
YDR297W	0.0293
YPR162C	0.0618
YFL041W	0.0501
YOR075W	0.1032
YBR183W	0.0369
YER058W	0.0663
YPL191C	0.1899
YNL093W	0.1554
YDL225W	0.0278
YPL101W	0.0545
YMR251W-A	0.0601
YLR457C	0.0989
YLR014C	0.1154
YBR066C	0.1401
YDR296W	0.0527
YKL003C	0.0390
YMR010W	0.0212
YHR139C	0.0281
YPL039W	0.2133
YML032C	0.1010
YHR073W	0.0518
YPR111W	0.0379
YIL146C	0.1275
YBR107C	0.1091
YMR138W	0.1056
YMR056C	0.0273
YCR087C-A	0.0870
YLR286C	0.1332
YBR264C	0.0904
YKR080W	0.0207
YKR052C	0.0122
YOR052C	0.0039
YOR038C	0.0758
YML068W	0.1110
YOR066W	0.1126
YDR399W	0.0156
YML112W	0.0587
YGR236C	0.1375
YGR256W	0.0206
YER069W	0.0512
YOR022C	0.1357
YOR242C	0.1311
YDR488C	0.1596
YLR407W	0.0514
YMR300C	0.0047
YPR172W	0.0390
YBR110W	0.0393
YOL116W	0.0552
YAL056W	0.1449
YHR205W	0.0216
YBR095C	0.0775
YER165W	0.0098
YDR180W	0.1034
YNL299W	0.1381
YDR085C	0.2582
YJR054W	0.1187
YNL056W	0.0487
YMR251W	0.1265
YOL044W	0.1754
YIL161W	0.2508
YNL065W	0.0422
YNR040W	0.1330
YDR463W	0.0719
YDL154W	0.1151
YJR139C	0.0288
YGL115W	0.0122
YOR215C	0.0356
YMR017W	0.1811
YER154W	0.0288
YOR230W	0.0267
YJR112W	0.0435
YGR043C	0.0199
YDR211W	0.0415
YOR110W	0.1186
YGL236C	0.0913
YPR054W	0.0440
YEL031W	0.0257
YDR126W	0.0869
YBR045C	0.1572
YOR334W	0.0409
YML002W	0.0857
YDR083W	0.1291
YLR297W	0.1580
YDL213C	0.0221
YGL181W	0.0640
YKL081W	0.1273
YCR057C	0.0281
YAL023C	0.0271
YLR002C	0.0647
YBR089C-A	0.0232
YPR013C	0.1819
YPR139C	0.1072
YGL172W	0.0795
YDL178W	0.0430
YPR185W	0.0685
YOR216C	0.1198
YJR001W	0.0352
YLL004W	0.0416
YJR068W	0.0324
YNL027W	0.0769
YHR127W	0.1255
YPL216W	0.2706
YPR171W	0.2604
YAL024C	0.0796
YOR136W	0.0114
YNL270C	0.0746
YNL088W	0.0692
YGL112C	0.0187
YJL101C	0.0543
YNL095C	0.1290
YMR047C	0.1399
YDR524C	0.1217
YDR090C	0.0663
YDL167C	0.1248
YOL058W	0.0197
YLL003W	0.1642
YOR162C	0.1483
YDL226C	0.0670
YDR532C	0.0996
YBR159W	0.0580
YGL084C	0.0478
YJL149W	0.0480
YNL225C	0.1047
YNL118C	0.1483
YGR194C	0.0921
YJR100C	0.0477
YNL156C	0.0542
YGL131C	0.1582
YPR007C	0.1016
YDL015C	0.0658
YKL090W	0.1374
YOL112W	0.0774
YNR048W	0.0675
YER079W	0.0712
YOL082W	0.2359
YBR283C	0.0348
YCR073W-A	0.0389
YLR450W	0.0291
YER157W	0.0776
YOL123W	0.0197
YOL019W	0.0833
YBR187W	0.0927
YOR266W	0.1295
YFL009W	0.0687
YMR215W	0.0435
YGR125W	0.0404
YPL139C	0.1237
YMR182C	0.1174
YDR485C	0.1687
YCR037C	0.0284
YOL124C	0.0248
YIR028W	0.0181
YDR427W	0.0276
YML093W	0.0709
YPL255W	0.1191
YDL073W	0.1268
YKL045W	0.0244
YJR057W	0.0883
YPR052C	0.3443
YKR062W	0.0164
YPL107W	0.1162
YNL224C	0.1196
YPR048W	0.1067
YDR118W	0.1603
YKL099C	0.1210
YBR284W	0.1290
YOL020W	0.0363
YOR217W	0.0802
YLR093C	0.0382
YDR335W	0.0112
YJL083W	0.0852
YBL052C	0.1693
YJR126C	0.0669
YLR006C	0.1219
YLR352W	0.0392
YAL014C	0.2308
YER049W	0.0295
YER123W	0.0284
YLR289W	0.0311
YKL095W	0.0880
YDL197C	0.2191
YMR018W	0.2290
YMR062C	0.0353
YMR237W	0.0382
YDL107W	0.1250
YNL005C	0.0853
YFL013C	0.0915
YDR184C	0.0811
YOR120W	0.0586
YNL292W	0.0752
YGR235C	0.1389
YLR314C	0.0455
YDR091C	0.0100
YPL065W	0.0537
YBR257W	0.0733
YJL116C	0.0473
YMR080C	0.0231
YFR017C	0.0978
YOL115W	0.0623
YKL124W	0.0578
YOL089C	0.0787
YMR298W	0.0304
YNL227C	0.0763
YML092C	0.0054
YOR359W	0.0724
YBR184W	0.5644
YDR179W-A	0.1930
YGL010W	0.0994
YBR271W	0.1594
YIL112W	0.1210
YML014W	0.1149
YPR066W	0.0598
YDL236W	0.0352
YJR111C	0.0235
YIL026C	0.0640
YOR130C	0.0430
YNL071W	0.0685
YBR102C	0.0341
YKL145W	0.0145
YLR397C	0.0613
YKL144C	0.0110
YOL045W	0.0543
YOR351C	0.0330
YDL224C	0.1190
YKL050C	0.2034
YFL050C	0.2444
YGR233C	0.0365
YGL146C	0.1743
YGL240W	0.0594
YOR100C	0.0721
YPL236C	0.0653
YDL177C	0.1280
YIL159W	0.0871
YMR027W	0.0780
YBR067C	0.1297
YDR255C	0.0430
YLR309C	0.0891
YGR127W	0.1151
YBR133C	0.0659
YER052C	0.0144
YLR382C	0.0856
YBR169C	0.0408
YGL057C	0.1559
YOR219C	0.1029
YMR232W	0.0891
YDR060W	0.0644
YKL063C	0.1218
YIL116W	0.0539
YIL096C	0.0625
YPR186C	0.0908
YNR014W	0.1141
YBR137W	0.0516
YOL141W	0.0968
YOR232W	0.1125
YGR079W	0.0915
YOR156C	0.0996
YDR474C	0.1369
YLR412W	0.2026
YJR118C	0.1455
YBR020W	0.0692
YFL016C	0.0301
YOL097C	0.0098
YPL253C	0.0818
YDR054C	0.0118
YLR050C	0.0480
YOR259C	0.0300
YLR355C	0.0327
YDR337W	0.0483
YJL020C	0.1973
YDR324C	0.0631
YBR153W	0.1373
YER010C	0.0780
YDR235W	0.0471
YGR255C	0.0252
YER145C	0.0306
YJL105W	0.1373
YOR157C	0.0314
YIL076W	0.0497
YKR081C	0.0255
YGL206C	0.0163
YGL184C	0.0214
YCR012W	0.0620
YNL047C	0.0653
YMR282C	0.1644
YKR034W	0.0366
YOR083W	0.1333
YJL201W	0.0479
YOL113W	0.0818
YJL002C	0.0920
YKL100C	0.0649
YDL198C	0.0238
YBR162W-A	0.1875
YEL037C	0.0662
YPL207W	0.0710
YGL173C	0.0598
YGR230W	0.3088
YBR167C	0.1688
YNL121C	0.0275
YDR249C	0.1996
YDR441C	0.0957
YMR098C	0.2018
YGL160W	0.1038
YMR295C	0.0228
YJL138C	0.0070
YNL236W	0.0256
YDL042C	0.0946
YAL012W	0.0298
YNL182C	0.0757
YLR262C-A	0.1080
YHR016C	0.1019
YJL144W	0.0474
YDL045W-A	0.0135
YNL039W	0.0617
YMR025W	0.1365
YGL144C	0.0527
YHR078W	0.0655
YER124C	0.1148
YNR032C-A	0.0095
YBR222C	0.0208
YKL173W	0.1145
YJL130C	0.0212
YPR193C	0.1516
YMR048W	0.1798
YPL012W	0.0596
YDR320C	0.1931
YBR129C	0.0386
YKL043W	0.1157
YPL117C	0.0259
YGR205W	0.0539
YJR060W	0.1029
YGL015C	0.2050
YDR110W	0.0642
YEL050C	0.0874
YER091C	0.0180
YHR100C	0.0565
YJL162C	0.1714
YCR061W	0.0728
YHR121W	0.0240
YCR072C	0.0259
YMR095C	0.1778
YLR399C	0.0649
YKR076W	0.0536
YPR188C	0.0973
YGR254W	0.0105
YGR104C	0.1103
YGR082W	0.0214
YBR042C	0.0393
YBR121C	0.0260
YER119C	0.0697
YKL130C	0.0255
YDR478W	0.1387
YGL119W	0.0940
YGL091C	0.0201
YGL117W	0.2330
YKR048C	0.0569
YIR024C	0.1834
YBR166C	0.0452
YLL032C	0.1116
YOR161C	0.0262
YCL028W	0.0674
YER174C	0.1071
YPR161C	0.0870
YDL089W	0.1897
YPL228W	0.0785
YKL068W	0.1597
YGR239C	0.1785
YNL307C	0.0268
YLR425W	0.0684
YDR451C	0.1019
YLR360W	0.0835
YGL154C	0.1744
YLR209C	0.0427
YNL119W	0.0896
YDR239C	0.1938
YPL212C	0.0381
YJL063C	0.1350
YKL214C	0.0842
YHR017W	0.1223
YPL127C	0.0651
YDR492W	0.0357
YML049C	0.1072
YPL132W	0.0867
YIL152W	0.1297
YOL086W-A	0.0973
YOL086C	0.1416
YPL054W	0.0573
YPL094C	0.0490
YEL025C	0.2413
YOR336W	0.1491
YOR239W	0.1418
YLR055C	0.0660
YCR093W	0.0443
YLL035W	0.0846
YDR175C	0.0897
YNL204C	0.0525
YJL192C	0.0278
YCL050C	0.0334
YKR068C	0.0088
YNL104C	0.0238
YDR377W	0.0262
YPR100W	0.0309
YDL031W	0.0549
YFR045W	0.0667
YPR179C	0.0898
YOR158W	0.0784
YAL031C	0.0591
YPL060W	0.1924
YHR147C	0.0478
YPL237W	0.0517
YPR062W	0.0313
YJL143W	0.0146
YER012W	0.0213
YPL116W	0.0438
YHR188C	0.0844
YKL074C	0.1573
YPL135W	0.0482
YFR040W	0.0489
YMR006C	0.0395
YAR002C-A	0.0440
YDR062W	0.0121
YGR008C	0.0361
YMR192W	0.2299
YKL022C	0.0508
YNR012W	0.0358
YIL006W	0.0562
YCL002C	0.2082
YMR132C	0.1253
YGR257C	0.0497
YJR016C	0.0117
YBL047C	0.0792
YOR330C	0.0745
YER071C	0.2075
YOL110W	0.1627
YFL004W	0.0455
YBL063W	0.0935
YNR039C	0.0781
YBR122C	0.2045
YHR103W	0.0905
YPL111W	0.0274
YBR146W	0.0567
YIR007W	0.1082
YPR032W	0.0907
YGL143C	0.0478
YOL006C	0.0309
YOR363C	0.0373
YGL221C	0.1122
YDR457W	0.0404
YKR017C	0.0353
YKL051W	0.0639
YLR001C	0.1228
YOR287C	0.1113
YJL129C	0.0726
YOR340C	0.0731
YGR178C	0.0687
YLR396C	0.0629
YPL070W	0.0525
YNL152W	0.0903
YPR192W	0.0659
YML047C	0.0888
YJR093C	0.0778
YNL259C	0.1190
YMR261C	0.0398
YNR011C	0.1084
YMR214W	0.0807
YIL074C	0.0187
YMR015C	0.0183
YHR158C	0.0947
YDR251W	0.1431
YKL206C	0.0735
YOR288C	0.0766
YDL216C	0.1353
YLR273C	0.1870
YER176W	0.1159
YOR047C	0.0714
YJR141W	0.3316
YFR029W	0.0746
YDR256C	0.0250
YGR276C	0.1010
YLR293C	0.0101
YPL174C	0.2280
YDL072C	0.0323
YDR321W	0.0418
YGL136C	0.0844
YPL208W	0.1114
YGR267C	0.0090
YHR037W	0.0201
YGR185C	0.0409
YMR284W	0.0723
YHR152W	0.1795
YGR103W	0.0431
YLR340W	0.0543
YDR515W	0.2057
YNL191W	0.0232
YML119W	0.1169
YER029C	0.0480
YIL022W	0.0341
YHR012W	0.0873
YDR201W	0.0830
YPR140W	0.0620
YBL032W	0.0347
YOR362C	0.0179
YPL145C	0.0103
YPL148C	0.1165
YDL219W	0.0965
YOR031W	0.1221
YGR089W	0.0921
YOR356W	0.0743
YLR092W	0.0339
YOR253W	0.0750
YER155C	0.0594
YDL002C	0.0305
YKR010C	0.2823
YJL085W	0.0248
YPR093C	0.1690
YBR290W	0.0552
YGL223C	0.1281
YOR286W	0.0517
YIL156W	0.0611
YGL100W	0.0307
YKR039W	0.0351
YMR208W	0.0431
YBR052C	0.0906
YGR186W	0.0652
YPL267W	0.1651
YKL052C	0.1808
YBL036C	0.0812
YJR131W	0.0983
YBR145W	0.0419
YGR248W	0.0487
YPL014W	0.0559
YJL044C	0.0858
YDL056W	0.0579
YGR005C	0.0100
YDL180W	0.1348
YCR086W	0.0812
YOR114W	0.0906
YKR064W	0.1071
YKL047W	0.1543
YDR280W	0.0158
YPL254W	0.0460
YHL012W	0.1294
YDR517W	0.0569
YPL214C	0.0606
YNL100W	0.1238
YGR110W	0.0676
YGL201C	0.1500
YDR275W	0.1087
YDR479C	0.0766
YBR056W	0.0748
YFR039C	0.1212
YHL021C	0.0488
YPL099C	0.1142
YMR001C	0.0083
YNL165W	0.0691
YGL129C	0.0761
YIR032C	0.1538
YNL052W	0.0813
YDR398W	0.0601
YGL110C	0.1047
YPR164W	0.0937
YBR228W	0.1196
YLR089C	0.0155
YOR097C	0.1065
YDL086W	0.0105
YDL218W	0.0600
YHR069C	0.0314
YBR083W	0.0886
YKR045C	0.0757
YER110C	0.0143
YJL023C	0.2297
YHR177W	0.1865
YNL261W	0.0395
YIL035C	0.0350
YKR069W	0.0637
YGR038W	0.0191
YGL127C	0.0366
YBR054W	0.0063
YGR028W	0.0149
YBR205W	0.0790
YNL213C	0.1558
YOR149C	0.1598
YGL134W	0.1393
YOL119C	0.0330
YFR051C	0.0351
YKL129C	0.0625
YGR268C	0.2154
YFL025C	0.1316
YBR004C	0.0752
YER106W	0.2010
YGL105W	0.0387
YML010W	0.0643
YLR074C	0.0972
YMR016C	0.1184
YKL193C	0.0569
YFR052W	0.0181
YIL098C	0.1254
YIR009W	0.0573
YOR048C	0.0372
YML103C	0.0910
YBR038W	0.0077
YOR163W	0.0361
YER093C	0.0440
YLR426W	0.0671
YML020W	0.1013
YPR018W	0.1584
YOR118W	0.0632
YOR213C	0.1460
YOR347C	0.0444
YMR008C	0.0367
YER023W	0.0223
YBL069W	0.0361
YNR013C	0.0302
YDL122W	0.0816
YFR042W	0.0580
YFR005C	0.1293
YNL304W	0.0660
YMR093W	0.0222
YGR156W	0.0879
YLR262C	0.0278
YDR043C	0.0726
YOL031C	0.1044
YHR156C	0.1330
YHR061C	0.0894
YHR112C	0.0288
YML081C-A	0.0144
YOR276W	0.0676
YDR391C	0.1204
YDR178W	0.1195
YDL111C	0.0311
YMR160W	0.0773
YER087W	0.0836
YBL008W	0.0948
YBR151W	0.0862
YIL056W	0.0605
YOL096C	0.0463
YGR253C	0.0285
YOR205C	0.0972
YCL030C	0.0412
YJL072C	0.0262
YGL047W	0.1082
YDL238C	0.1079
YDR361C	0.0800
YHR150W	0.1056
YJR136C	0.2027
YBR255W	0.0827
YMR234W	0.1246
YPR117W	0.0565
YDL006W	0.0320
YCR043C	0.0054
YBR225W	0.0748
YHL014C	0.0514
YDR158W	0.0130
YOR128C	0.0237
YLR292C	0.0185
YML046W	0.0903
YPR094W	0.0244
YKR019C	0.1269
YOR226C	0.0502
YDR372C	0.0291
YMR044W	0.1323
YNR028W	0.2450
YKL079W	0.1039
YBR149W	0.0359
YJR099W	0.1123
YLR059C	0.0640
YLR440C	0.1113
YDR530C	0.1172
YEL030W	0.0725
YOL001W	0.0602
YBR286W	0.0560
YGL027C	0.0586
YKL141W	0.0456
YGL106W	0.0315
YJR042W	0.0937
YLR328W	0.0209
YIL011W	0.0398
YFL042C	0.1013
YMR309C	0.0327
YNL084C	0.0667
YDL214C	0.1727
YER098W	0.1052
YDL138W	0.0909
YFL049W	0.1194
YKL017C	0.0538
YOR367W	0.0878
YBR160W	0.2995
YDR115W	0.0834
YNL223W	0.1132
YER164W	0.0386
YMR216C	0.0721
YDR326C	0.0654
YPL213W	0.0929
YDR484W	0.0616
YMR267W	0.0786
YLR008C	0.0668
YOR180C	0.0695
YGL120C	0.0146
YMR310C	0.0834
YGL220W	0.1397
YBR182C	0.2204
YGR097W	0.0443
YPL093W	0.0094
YGL157W	0.0828
YDR141C	0.0601
YGL020C	0.1034
YPR073C	0.0442
YHR149C	0.1354
YDR076W	0.0967
YNL007C	0.0487
YER021W	0.0284
YMR137C	0.1413
YER003C	0.0459
YGL138C	0.1445
YIL136W	0.0344
YPL195W	0.0836
YPL245W	0.0506
YOL132W	0.0651
YAL008W	0.1174
YJR033C	0.0641
YDR210W	0.0320
YNR049C	0.0461
YNL180C	0.0964
YBR017C	0.0429
YOR373W	0.1036
YMR020W	0.1039
YDL045C	0.0257
YDR336W	0.2609
YIL004C	0.0224
YIR002C	0.1157
YLR075W	0.0682
YDR169C	0.0668
YLR310C	0.0592
YGR055W	0.0224
YGR193C	0.2168
YER171W	0.0147
YDR444W	0.0912
YLR390W	0.0348
YPL051W	0.0225
YOR065W	0.0194
YIL087C	0.0251
YDR117C	0.1337
YPR124W	0.0699
YPL045W	0.0617
YPL032C	0.0825
YMR178W	0.0266
YDR538W	0.1461
YER025W	0.0126
YNL329C	0.1810
YNR041C	0.0484
YPR108W	0.0482
YML081W	0.0680
YGL009C	0.0195
YMR104C	0.0488
YER030W	0.2359
YDR242W	0.1938
YLR442C	0.1904
YHR146W	0.1294
YPL018W	0.0847
YOL084W	0.0461
YGL145W	0.1030
YMR280C	0.1003
YCL049C	0.1508
YBL045C	0.0443
YKR029C	0.1423
YKR090W	0.1686
YKL035W	0.0061
YBR223C	0.1534
YGR054W	0.0492
YLR021W	0.1392
YDL059C	0.1244
YOL034W	0.0469
YNL210W	0.2427
YNL025C	0.0115
YGL125W	0.0380
YGR229C	0.1152
YNR007C	0.0396
YBR199W	0.1239
YMR273C	0.1372
YNL137C	0.0819
YDR514C	0.0827
YDL193W	0.0604
YDR450W	0.0812
YAL061W	0.0326
YOR285W	0.0848
YBR248C	0.0420
YLR406C	0.0139
YDR483W	0.1062
YJR125C	0.0864
YHR066W	0.0534
YGL246C	0.0488
YBL097W	0.0968
YDL144C	0.0881
YDR036C	0.1104
YJL090C	0.1107
YGR095C	0.1039
YGL062W	0.0107
YNL129W	0.0582
YKL057C	0.0639
YCR018C	0.1547
YHL032C	0.0451
YKL132C	0.1501
YGL153W	0.0955
YPL173W	0.0844
YCR020C-A	0.1135
YDR495C	0.1389
YIL075C	0.0214
YER173W	0.1095
YFL036W	0.0385
YJR017C	0.0598
YJL186W	0.0904
YOR339C	0.1214
YBR069C	0.0766
YFL002C	0.0640
YDR322W	0.0905
YOR306C	0.0494
YIL140W	0.0640
YOL088C	0.1445
YHR005C	0.0364
YKL062W	0.0675
YGR049W	0.0395
YHR151C	0.0888
YOL149W	0.0565
YDR519W	0.0781
YGR200C	0.0818
YDR077W	0.0490
YBL010C	0.1548
YNL126W	0.0782
YOL108C	0.0749
YBR255C-A	0.0204
YOL022C	0.0663
YMR315W	0.0469
YER026C	0.0373
YOR030W	0.1241
YFL008W	0.0413
YCL054W	0.0314
YKL028W	0.0727
YMR145C	0.0292
YJR021C	0.5593
YOR375C	0.0331
YMR111C	0.1059
YBR119W	0.1737
YAL018C	0.0574
YMR119W	0.1221
YNL063W	0.1614
YGL016W	0.0491
YKL110C	0.0309
YDR140W	0.0757
YNL141W	0.0654
YGL107C	0.1019
YMR024W	0.0436
YPR181C	0.0057
YNL113W	0.0218
YPL189W	0.0862
YFR027W	0.0754
YML038C	0.1087
YOR179C	0.1680
YKL007W	0.0542
YPL019C	0.0388
YOL026C	0.1104
YGR007W	0.0656
YGL249W	0.2517
YMR039C	0.0400
YPL247C	0.0590
YFL028C	0.0241
YHR109W	0.1799
YBR168W	0.1274
YEL004W	0.1538
YDR446W	0.1773
YKR023W	0.1412
YHR128W	0.0243
YGR262C	0.0250
YGL183C	0.0916
YLR423C	0.0693
YDL003W	0.1240
YNL155W	0.1284
YNL085W	0.0605
YOL014W	0.2414
YDR046C	0.0247
YAL019W	0.0467
YHR202W	0.0922
YBR161W	0.0645
YBR236C	0.0731
YHR018C	0.0334
YPL187W	0.0621
YLL038C	0.0454
YPL024W	0.0998
YBR049C	0.0320
YOR320C	0.0878
YNL099C	0.0330
YDR306C	0.1029
YER152C	0.0684
YDR246W	0.0299
YMR128W	0.0880
YMR250W	0.0256
YDL027C	0.1523
YML120C	0.0140
YJL035C	0.1074
YBR163W	0.0889
YDR476C	0.0639
YLR197W	0.0207
YDR079W	0.0121
YEL016C	0.2241
YEL024W	0.0132
YIL085C	0.0845
YHR004C	0.1097
YOR027W	0.0345
YKR006C	0.1948
YOR269W	0.0845
YDR101C	0.0517
YDR520C	0.1104
YOR342C	0.1063
YDR065W	0.1619
YDR473C	0.1190
YLL021W	0.1974
YGR059W	0.0589
YKL174C	0.0404
YPR101W	0.3662
YPR106W	0.1195
YOR256C	0.1179
YDL205C	0.0127
YER087C-A	0.0450
YOR036W	0.0468
YBR170C	0.0703
YPL110C	0.0703
YMR061W	0.0471
YDR107C	0.0877
YIL042C	0.0541
YDR392W	0.0060
YOR370C	0.0173
YPR085C	0.1967
YKL125W	0.0480
YIL033C	0.0180
YGR197C	0.0848
YPR005C	0.2402
YJR075W	0.0377
YPR091C	0.0584
YEL019C	0.1488
YML025C	0.0985
YDR309C	0.1154
YOL032W	0.0488
YDR359C	0.1600
YML051W	0.0232
YDR493W	0.1382
YDR075W	0.0025
YGR209C	0.0648
YGR158C	0.1580
YGL045W	0.0689
YPL152W	0.0710
YBR086C	0.1264
YAL002W	0.0854
YLR363W-A	0.0110
YER005W	0.0929
YBR018C	0.0701
YOR310C	0.0178
YLR251W	0.0578
YER168C	0.0578
YKR005C	0.2658
YCR028C	0.0456
YDR049W	0.1715
YLR267W	0.0874
YAL034W-A	0.0771
YOL111C	0.1230
YBR197C	0.2457
YOR267C	0.0664
YOR104W	0.0813
YDR191W	0.0572
YDR301W	0.0337
YMR319C	0.0327
YHR035W	0.2241
YPR183W	0.0139
